Category,City,Country,Customer ID,Customer Name,Order Date,Order ID,Postal Code,Product ID,Product Name,Region,Row ID,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Profit,Quantity,Sales
Office Supplies,Lawrence,US,MP-17965,Michael Paige,10/19/2024,US-2024-125388,01841,OFF-ST-10000918,Crate-A-Files,East,9125,Corporate,10/23/2024,Standard Class,Massachusetts,Storage,0,8.502,3,32.7
Office Supplies,Bridgeton,US,JM-15655,Jim Mitchum,10/29/2023,US-2023-112389,08302,OFF-ST-10000419,"Rogers Jumbo File, Granite",East,6067,Corporate,11/2/2023,Standard Class,New Jersey,Storage,0,0.407400000,3,40.74
Office Supplies,New York City,US,AG-10525,Andy Gerbode,9/7/2022,US-2022-164084,10011,OFF-ST-10003638,Mobile Personal File Cube,East,3127,Corporate,9/12/2022,Standard Class,New York,Storage,0,18.9702,3,70.26
Office Supplies,New York City,US,CK-12760,Cyma Kinney,11/13/2023,US-2023-101336,10011,OFF-ST-10004258,Portable Personal File Box,East,6256,Corporate,11/18/2023,Standard Class,New York,Storage,0,9.8901,3,36.63
Office Supplies,New York City,US,EB-13750,Edward Becker,11/11/2023,US-2023-145548,10011,OFF-ST-10002562,Staple magnet,East,6225,Corporate,11/16/2023,Standard Class,New York,Storage,0,7.8792,3,28.14
Office Supplies,New York City,US,BW-11110,Bart Watters,10/13/2023,US-2023-101161,10024,OFF-ST-10003123,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,East,5956,Corporate,10/20/2023,Standard Class,New York,Storage,0,23.9688,3,99.87
Office Supplies,Oceanside,US,BV-11245,Benjamin Venier,2/21/2023,US-2023-168410,11572,OFF-ST-10000036,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",East,4344,Corporate,2/26/2023,Standard Class,New York,Storage,0,80.0199,3,296.37
Office Supplies,Woonsocket,US,KH-16690,Kristen Hastings,5/23/2022,US-2022-119102,02895,OFF-ST-10004507,Advantus Rolling Storage Box,East,2574,Corporate,5/27/2022,Standard Class,Rhode Island,Storage,0,13.8915,3,51.45
Office Supplies,New York City,US,TB-21175,Thomas Boland,4/1/2023,US-2023-161473,10035,OFF-SU-10001574,Acme Value Line Scissors,East,4540,Corporate,4/5/2023,Standard Class,New York,Supplies,0,3.285,3,10.95
Office Supplies,Vineland,US,BF-10975,Barbara Fisher,7/6/2022,US-2022-116260,08360,OFF-AR-10003732,Newell 333,East,2801,Corporate,7/12/2022,Standard Class,New Jersey,Art,0,2.8912,4,11.12
Office Supplies,New York City,US,BM-11650,Brian Moss,11/20/2022,US-2022-100454,10035,OFF-AR-10002578,Newell 335,East,3724,Corporate,11/25/2022,Standard Class,New York,Art,0,3.3408,4,11.52
Office Supplies,Newark,US,MY-18295,Muhammed Yedwab,10/21/2023,US-2023-151169,19711,OFF-BI-10002813,Avery Reinforcements for Hole-Punch Pages,East,6010,Corporate,10/26/2023,Standard Class,Delaware,Binders,0,3.564,4,7.92
Office Supplies,Newark,US,TH-21115,Thea Hudgings,9/23/2021,US-2021-148369,19711,OFF-BI-10004876,Wilson Jones Suede Grain Vinyl Binders,East,1207,Corporate,9/27/2021,Standard Class,Delaware,Binders,0,5.4488,4,11.12
Office Supplies,Clinton,US,KH-16630,Ken Heidel,9/18/2022,US-2022-109575,20735,OFF-BI-10000962,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",East,3228,Corporate,9/23/2022,Standard Class,Maryland,Binders,0,31.8892,4,65.08
Office Supplies,Leominster,US,GP-14740,Guy Phonely,11/26/2022,US-2022-117961,01453,OFF-BI-10003707,Aluminum Screw Posts,East,3798,Corporate,11/30/2022,Standard Class,Massachusetts,Binders,0,30.52,4,61.04
Office Supplies,Lakewood,US,JP-15460,Jennifer Patt,10/2/2022,US-2022-137008,08701,OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,East,3379,Corporate,10/8/2022,Standard Class,New Jersey,Envelopes,0,23.004,4,51.12
Office Supplies,New York City,US,AG-10525,Andy Gerbode,9/7/2022,US-2022-164084,10011,OFF-FA-10003059,Assorted Color Push Pins,East,3125,Corporate,9/12/2022,Standard Class,New York,Fasteners,0,2.3892,4,7.24
Office Supplies,Long Beach,US,LR-17035,Lisa Ryan,7/23/2024,US-2024-103506,11561,OFF-LA-10001158,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",East,8202,Corporate,7/27/2024,Standard Class,New York,Labels,0,19.872,4,41.4
Office Supplies,Beverly,US,AJ-10780,Anthony Jacobs,12/28/2021,US-2021-141313,01915,OFF-PA-10003302,Xerox 1906,East,1997,Corporate,1/1/2022,Standard Class,Massachusetts,Paper,0,66.6272,4,141.76
Office Supplies,New York City,US,AC-10615,Ann Chong,9/2/2024,US-2024-157987,10009,OFF-PA-10003893,Xerox 1962,East,8511,Corporate,9/6/2024,Standard Class,New York,Paper,0,7.704,4,17.12
Office Supplies,New York City,US,KN-16390,Katherine Nockton,6/3/2024,US-2024-113908,10011,OFF-PA-10004156,Xerox 188,East,7806,Corporate,6/9/2024,Standard Class,New York,Paper,0,22.2264,4,45.36
Office Supplies,New York City,US,KH-16330,Katharine Harms,11/20/2021,US-2021-140396,10024,OFF-PA-10000223,Xerox 2000,East,1649,Corporate,11/25/2021,Standard Class,New York,Paper,0,12.4416,4,25.92
Office Supplies,Plainfield,US,BP-11050,Barry Pond,11/25/2023,US-2023-160535,07060,OFF-ST-10000689,"Fellowes Strictly Business Drawer File, Letter/Legal Size",East,6395,Corporate,11/30/2023,Standard Class,New Jersey,Storage,0,67.608,4,563.4
Office Supplies,New York City,US,SC-20260,Scott Cohen,6/26/2024,US-2024-107132,10009,OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",East,7986,Corporate,6/30/2024,Standard Class,New York,Storage,0,214.164,4,713.88
Office Supplies,New York City,US,NS-18640,Noel Staavos,12/12/2023,US-2023-169824,10009,OFF-SU-10000952,Fiskars Home & Office Scissors,East,6640,Corporate,12/17/2023,Standard Class,New York,Supplies,0,9.9456,4,35.52
Office Supplies,New York City,US,SM-20950,Suzanne McNair,12/5/2024,US-2024-105235,10011,OFF-AP-10001271,Eureka The Boss Cordless Rechargeable Stick Vac,East,9828,Corporate,12/11/2024,Standard Class,New York,Appliances,0,68.823,5,254.9
Office Supplies,New York City,US,JP-15460,Jennifer Patt,8/23/2023,US-2023-158001,10035,OFF-AP-10002118,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",East,5446,Corporate,8/27/2023,Standard Class,New York,Appliances,0,281.016,5,1040.8
Office Supplies,Newark,US,HE-14800,Harold Engle,7/8/2024,US-2024-140480,19711,OFF-AR-10004010,Hunt Boston Vacuum Mount KS Pencil Sharpener,East,8078,Corporate,7/12/2024,Standard Class,Delaware,Art,0,45.487,5,174.95
Office Supplies,Newark,US,YC-21895,Yoseph Carroll,11/17/2021,US-2021-119375,19711,OFF-AR-10003752,Deluxe Chalkboard Eraser Cleaner,East,1606,Corporate,11/22/2021,Standard Class,Delaware,Art,0,26.565,5,57.75
Office Supplies,New York City,US,CK-12760,Cyma Kinney,11/13/2023,US-2023-101336,10011,OFF-AR-10003582,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",East,6250,Corporate,11/18/2023,Standard Class,New York,Art,0,39.41,5,140.75
Office Supplies,New York City,US,EH-13765,Edward Hooks,10/30/2023,US-2023-153836,10011,OFF-AR-10004602,Boston KS Multi-Size Manual Pencil Sharpener,East,6069,Corporate,11/3/2023,Standard Class,New York,Art,0,32.186,5,114.95
Office Supplies,New York City,US,LC-16930,Linda Cazamias,6/10/2024,US-2024-167080,10011,OFF-AR-10001868,Prang Dustless Chalk Sticks,East,7844,Corporate,6/14/2024,Standard Class,New York,Art,0,4.2,5,8.4
Office Supplies,New York City,US,BW-11110,Bart Watters,10/13/2023,US-2023-101161,10024,OFF-AR-10001860,BIC Liqua Brite Liner,East,5946,Corporate,10/20/2023,Standard Class,New York,Art,0,12.492,5,34.7
Office Supplies,New York City,US,JG-15805,John Grady,6/26/2023,US-2023-100790,10024,OFF-AR-10003045,Prang Colored Pencils,East,5102,Corporate,7/2/2023,Standard Class,New York,Art,0,6.615,5,14.7
Office Supplies,New York City,US,JP-15460,Jennifer Patt,8/23/2023,US-2023-158001,10035,OFF-AR-10002399,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",East,5448,Corporate,8/27/2023,Standard Class,New York,Art,0,8.733,5,21.3
Office Supplies,Middletown,US,MP-17965,Michael Paige,10/2/2022,US-2022-145121,06457,OFF-BI-10001078,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",East,3374,Corporate,10/6/2022,Standard Class,Connecticut,Binders,0,13.181,5,26.9
Office Supplies,New Bedford,US,NC-18535,Nick Crebassa,12/24/2024,US-2024-148355,02740,OFF-BI-10000201,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",East,10114,Corporate,12/28/2024,Standard Class,Massachusetts,Binders,0,6.15,5,12.3
Office Supplies,Lakewood,US,BS-11365,Bill Shonely,4/16/2023,US-2023-107440,08701,OFF-BI-10002432,Wilson Jones Standard D-Ring Binders,East,4621,Corporate,4/20/2023,Standard Class,New Jersey,Binders,0,11.891,5,25.3
Office Supplies,New York City,US,BW-11110,Bart Watters,10/13/2023,US-2023-101161,10024,OFF-LA-10000407,Avery White Multi-Purpose Labels,East,5951,Corporate,10/20/2023,Standard Class,New York,Labels,0,11.454,5,24.9
Office Supplies,Baltimore,US,KM-16225,Kalyca Meade,12/10/2022,US-2022-138093,21215,OFF-PA-10000143,Astroparche Fine Business Paper,East,3967,Corporate,12/16/2022,Standard Class,Maryland,Paper,0,12.672,5,26.4
Office Supplies,Baltimore,US,KM-16225,Kalyca Meade,12/10/2022,US-2022-138093,21215,OFF-PA-10001509,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",East,3969,Corporate,12/16/2022,Standard Class,Maryland,Paper,0,20.585,5,44.75
Office Supplies,Belleville,US,JD-15895,Jonathan Doherty,10/28/2023,US-2023-142545,07109,OFF-PA-10002105,Xerox 223,East,6058,Corporate,11/3/2023,Standard Class,New Jersey,Paper,0,15.552,5,32.4
Office Supplies,Lakewood,US,JP-15460,Jennifer Patt,10/2/2022,US-2022-137008,08701,OFF-PA-10001295,Computer Printout Paper with Letter-Trim Perforations,East,3380,Corporate,10/8/2022,Standard Class,New Jersey,Paper,0,45.528,5,94.85
Office Supplies,Long Beach,US,TC-20980,Tamara Chand,9/20/2022,US-2022-156013,11561,OFF-PA-10001970,Xerox 1881,East,3251,Corporate,9/26/2022,Standard Class,New York,Paper,0,28.858,5,61.4
Office Supplies,New York City,US,DK-13150,David Kendrick,12/20/2024,US-2024-102197,10009,OFF-PA-10001970,Xerox 1908,East,10051,Corporate,12/26/2024,Standard Class,New York,Paper,0,137.151,5,279.9
Office Supplies,New York City,US,PJ-18835,Patrick Jones,11/14/2022,US-2022-137897,10035,OFF-PA-10004041,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",East,3674,Corporate,11/19/2022,Standard Class,New York,Paper,0,16.65,5,37
Office Supplies,Rochester,US,JC-16105,Julie Creighton,10/23/2024,US-2024-139913,14609,OFF-PA-10002479,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),East,9185,Corporate,10/29/2024,Standard Class,New York,Paper,0,11.88,5,26.4
Office Supplies,Beverly,US,AJ-10780,Anthony Jacobs,12/28/2021,US-2021-141313,01915,OFF-ST-10000689,"Fellowes Strictly Business Drawer File, Letter/Legal Size",East,1998,Corporate,1/1/2022,Standard Class,Massachusetts,Storage,0,84.51,5,704.25
Office Supplies,Leominster,US,GP-14740,Guy Phonely,11/26/2022,US-2022-117961,01453,OFF-ST-10001172,"Tennsco Lockers, Sand",East,3800,Corporate,11/30/2022,Standard Class,Massachusetts,Storage,0,25.176,5,104.9
Office Supplies,New York City,US,CK-12760,Cyma Kinney,11/13/2023,US-2023-101336,10011,OFF-ST-10003455,"Tenex File Box, Personal Filing Tote with Lid, Black",East,6255,Corporate,11/18/2023,Standard Class,New York,Storage,0,20.163,5,77.55
Office Supplies,New York City,US,KM-16225,Kalyca Meade,7/6/2022,US-2022-108665,10011,OFF-ST-10001526,Iceberg Mobile Mega Data/Printer Cart,East,2802,Corporate,7/10/2022,Standard Class,New York,Storage,0,156.429,5,601.65
Office Supplies,New York City,US,SP-20545,Sibella Parks,3/26/2023,US-2023-123666,10011,OFF-ST-10001522,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",East,4505,Corporate,3/30/2023,Standard Class,New York,Storage,0,18.398,5,459.95
Office Supplies,New York City,US,JG-15805,John Grady,6/26/2023,US-2023-100790,10024,OFF-ST-10000689,"Fellowes Strictly Business Drawer File, Letter/Legal Size",East,5108,Corporate,7/2/2023,Standard Class,New York,Storage,0,84.51,5,704.25
Office Supplies,New York City,US,SC-20260,Scott Cohen,6/26/2024,US-2024-107132,10009,OFF-SU-10002503,Acme Preferred Stainless Steel Scissors,East,7989,Corporate,6/30/2024,Standard Class,New York,Supplies,0,8.236,5,28.4
Office Supplies,Beverly,US,AJ-10780,Anthony Jacobs,12/28/2021,US-2021-141313,01915,OFF-AP-10002651,Hoover Upright Vacuum With Dirt Cup,East,1995,Corporate,1/1/2022,Standard Class,Massachusetts,Appliances,0,503.7822,6,1737.18
Office Supplies,Mount Vernon,US,RS-19765,Roland Schwarz,5/19/2024,US-2024-100048,10550,OFF-AP-10001154,Bionaire Personal Warm Mist Humidifier/Vaporizer,East,7684,Corporate,5/24/2024,Standard Class,New York,Appliances,0,109.7226,6,281.34
Office Supplies,New York City,US,JP-15460,Jennifer Patt,8/23/2023,US-2023-158001,10035,OFF-AR-10001954,Newell 331,East,5447,Corporate,8/27/2023,Standard Class,New York,Art,0,7.9218,6,29.34
Office Supplies,Burlington,US,CB-12535,Claudia Bergmann,1/23/2023,US-2023-165505,05401,OFF-AR-10003477,4009 Highlighters,East,4250,Corporate,1/27/2023,Standard Class,Vermont,Art,0,2.7336,6,8.04
Office Supplies,New York City,US,RR-19525,Rick Reed,2/28/2023,US-2023-101623,10035,OFF-FA-10003495,Staples,East,4359,Corporate,3/6/2023,Standard Class,New York,Fasteners,0,18.24,6,36.48
Office Supplies,Wilmington,US,GR-14560,Georgia Rosenberg,11/19/2021,US-2021-123183,19805,OFF-LA-10002787,Avery 480,East,1637,Corporate,11/25/2021,Standard Class,Delaware,Labels,0,10.8,6,22.5
Office Supplies,Clinton,US,ON-18715,Odella Nelson,12/2/2021,US-2021-154095,20735,OFF-LA-10000634,Avery 509,East,1775,Corporate,12/7/2021,Standard Class,Maryland,Labels,0,7.2036,6,15.66
Office Supplies,New York City,US,AC-10615,Ann Chong,9/2/2024,US-2024-157987,10009,OFF-LA-10001641,Avery 518,East,8505,Corporate,9/6/2024,Standard Class,New York,Labels,0,9.072,6,18.9
Office Supplies,Newark,US,DB-13555,Dorothy Badders,3/2/2024,US-2024-104885,19711,OFF-PA-10002764,Easy-staple paper,East,7091,Corporate,3/8/2024,Standard Class,Delaware,Paper,0,33.3396,6,68.04
Office Supplies,Dover,US,SP-20860,Sung Pak,2/16/2022,US-2022-156923,03820,OFF-PA-10002751,Xerox 1920,East,2160,Corporate,2/20/2022,Standard Class,New Hampshire,Paper,0,16.146,6,35.88
Office Supplies,New York City,US,EB-13840,Ellis Ballard,12/4/2023,US-2023-139885,10035,OFF-ST-10003324,Belkin OmniView SE Rackmount Kit,East,6516,Corporate,12/8/2023,Standard Class,New York,Storage,0,0,6,212.88
Office Supplies,New York City,US,JD-16150,Justin Deggeller,11/19/2024,US-2024-168858,10011,OFF-AP-10003849,Hoover Shoulder Vac Commercial Portable Vacuum,East,9550,Corporate,11/23/2024,Standard Class,New York,Appliances,0,626.185,7,2504.74
Office Supplies,New York City,US,DK-13225,Dean Katz,7/3/2023,US-2023-168543,10035,OFF-AP-10000938,Avanti 1.7 Cu. Ft. Refrigerator,East,5143,Corporate,7/7/2023,Standard Class,New York,Appliances,0,197.9208,7,706.86
Office Supplies,Newark,US,HE-14800,Harold Engle,7/8/2024,US-2024-140480,19711,OFF-AR-10001419,Newell 325,East,8076,Corporate,7/12/2024,Standard Class,Delaware,Art,0,8.673,7,28.91
Office Supplies,New York City,US,NS-18640,Noel Staavos,12/12/2023,US-2023-169824,10009,OFF-AR-10000462,Sanford Pocket Accent Highlighters,East,6635,Corporate,12/17/2023,Standard Class,New York,Art,0,4.816,7,11.2
Office Supplies,Wilmington,US,GR-14560,Georgia Rosenberg,11/19/2021,US-2021-123183,19805,OFF-BI-10002429,"Premier Elliptical Ring Binder, Black",East,1635,Corporate,11/25/2021,Standard Class,Delaware,Binders,0,102.2784,7,213.08
Office Supplies,Newark,US,DB-13555,Dorothy Badders,3/2/2024,US-2024-104885,19711,OFF-EN-10003286,Staple envelope,East,7090,Corporate,3/8/2024,Standard Class,Delaware,Envelopes,0,27.2412,7,57.96
Office Supplies,New York City,US,JM-15265,Janet Molinari,12/11/2023,US-2023-105816,10024,OFF-FA-10000304,Advantus Push Pins,East,6618,Corporate,12/17/2023,Standard Class,New York,Fasteners,0,6.2566,7,15.26
Office Supplies,Newark,US,YC-21895,Yoseph Carroll,11/17/2021,US-2021-119375,19711,OFF-ST-10002011,Smead Adjustable Mobile File Trolley with Lockable Top,East,1612,Corporate,11/22/2021,Standard Class,Delaware,Storage,0,792.2691,7,2934.33
Office Supplies,Clinton,US,KH-16630,Ken Heidel,9/18/2022,US-2022-109575,20735,OFF-ST-10004123,Safco Industrial Wire Shelving System,East,3232,Corporate,9/23/2022,Standard Class,Maryland,Storage,0,0,7,636.86
Office Supplies,Mount Vernon,US,ND-18460,Neil Ducich,6/30/2024,US-2024-164112,10550,OFF-ST-10002615,"Dual Level, Single-Width Filing Carts",East,8024,Corporate,7/4/2024,Standard Class,New York,Storage,0,282.2092,7,1085.42
Office Supplies,New York City,US,MC-17425,Mark Cousins,11/28/2022,US-2022-161711,10035,OFF-EN-10001539,Staple envelope,East,3826,Corporate,12/3/2022,Standard Class,New York,Envelopes,0,29.2528,8,62.24
Office Supplies,Columbia,US,MF-17665,Maureen Fritzler,7/22/2023,US-2023-114307,21044,OFF-PA-10004100,Xerox 216,East,5280,Corporate,7/26/2023,Standard Class,Maryland,Paper,0,24.8832,8,51.84
Office Supplies,Belleville,US,JD-15895,Jonathan Doherty,10/28/2023,US-2023-142545,07109,OFF-ST-10002756,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",East,6062,Corporate,11/3/2023,Standard Class,New Jersey,Storage,0,10.824800000,8,1082.48
Office Supplies,New York City,US,SP-20620,Stefania Perrino,9/7/2024,US-2024-148929,10011,OFF-ST-10003282,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",East,8585,Corporate,9/11/2024,Standard Class,New York,Storage,0,133.8624,8,478.08
Office Supplies,Baltimore,US,KM-16225,Kalyca Meade,12/10/2022,US-2022-138093,21215,OFF-AR-10000817,Manco Dry-Lighter Erasable Highlighter,East,3960,Corporate,12/16/2022,Standard Class,Maryland,Art,0,9.3024,9,27.36
Office Supplies,New Bedford,US,SC-20440,Shaun Chance,8/17/2022,US-2022-111297,02740,OFF-BI-10002412,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,East,2995,Corporate,8/21/2022,Standard Class,Massachusetts,Binders,0,23.49,9,52.2
Office Supplies,Revere,US,EH-13765,Edward Hooks,9/10/2022,US-2022-147242,02151,OFF-PA-10003039,Xerox 1960,East,3142,Corporate,9/14/2022,Standard Class,Massachusetts,Paper,0,125.469,9,278.82
Office Supplies,New York City,US,BW-11110,Bart Watters,12/10/2023,US-2023-127194,10024,OFF-PA-10000659,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",East,6596,Corporate,12/16/2023,Standard Class,New York,Paper,0,29.5254,9,62.82
Office Supplies,Fairfield,US,SM-20950,Suzanne McNair,8/28/2022,US-2022-107902,06824,OFF-ST-10001837,"SAFCO Mobile Desk Side File, Wire Frame",East,3058,Corporate,9/2/2022,Standard Class,Connecticut,Storage,0,122.2936,11,470.36
Office Supplies,Burlington,US,CB-12535,Claudia Bergmann,1/23/2023,US-2023-165505,05401,OFF-ST-10001526,Iceberg Mobile Mega Data/Printer Cart,East,4251,Corporate,1/27/2023,Standard Class,Vermont,Storage,0,406.7154,13,1564.29
Office Supplies,Philadelphia,US,SP-20620,Stefania Perrino,9/9/2024,US-2024-118087,19134,OFF-AR-10003602,"Quartet Omega Colored Chalk, 12/Pack",East,8612,Corporate,9/13/2024,Standard Class,Pennsylvania,Art,0.2,1.5768,1,4.672
Office Supplies,Philadelphia,US,TH-21235,Tiffany House,5/26/2023,US-2023-132409,19134,OFF-AR-10001919,"OIC #2 Pencils, Medium Soft",East,4860,Corporate,6/1/2023,Standard Class,Pennsylvania,Art,0.2,0.1692,1,1.504
Office Supplies,Philadelphia,US,BP-11185,Ben Peterman,1/4/2023,US-2023-158211,19143,OFF-AR-10004078,Newell 312,East,4190,Corporate,1/8/2023,Standard Class,Pennsylvania,Art,0.2,0.584,1,4.672
Office Supplies,Philadelphia,US,KM-16225,Kalyca Meade,12/9/2024,US-2024-148012,19143,OFF-AR-10004757,Crayola Colored Pencils,East,9891,Corporate,12/15/2024,Standard Class,Pennsylvania,Art,0.2,0.4264,1,2.624
Office Supplies,New York City,US,SH-19975,Sally Hughsby,11/10/2023,US-2023-125164,10011,OFF-BI-10001191,Canvas Sectional Post Binders,East,6185,Corporate,11/14/2023,Standard Class,New York,Binders,0.2,7.3834,1,20.368
Office Supplies,New York City,US,AH-10195,Alan Haines,8/24/2024,US-2024-123043,10024,OFF-BI-10000138,Acco Translucent Poly Ring Binders,East,8425,Corporate,8/29/2024,Standard Class,New York,Binders,0.2,1.3104,1,3.744
Office Supplies,Rochester,US,DK-13225,Dean Katz,12/20/2024,US-2024-105480,14609,OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,East,10050,Corporate,12/26/2024,Standard Class,New York,Binders,0.2,2.3571,1,6.984
Office Supplies,Toledo,US,TS-21160,Theresa Swint,4/16/2022,US-2022-161263,43615,OFF-FA-10003059,Assorted Color Push Pins,East,2398,Corporate,4/21/2022,Standard Class,Ohio,Fasteners,0.2,0.2353,1,1.448
Office Supplies,Cincinnati,US,CA-12310,Christine Abelman,12/9/2024,US-2024-145366,45231,OFF-ST-10004180,Safco Commercial Shelving,East,9910,Corporate,12/13/2024,Standard Class,Ohio,Storage,0.2,-7.4416,1,37.208
Office Supplies,Philadelphia,US,SB-20290,Sean Braxton,9/7/2021,US-2021-122882,19134,OFF-ST-10002344,"Carina 42""Hx23 3/4""W Media Storage Unit",East,1030,Corporate,9/13/2021,Standard Class,Pennsylvania,Storage,0.2,-14.5764,1,64.784
Office Supplies,Philadelphia,US,MC-17605,Matt Connell,4/28/2024,US-2024-160962,19143,OFF-ST-10001325,Sterilite Officeware Hinged File Box,East,7511,Corporate,5/2/2024,Standard Class,Pennsylvania,Storage,0.2,0.7336,1,8.384
Office Supplies,Philadelphia,US,TH-21235,Tiffany House,5/26/2023,US-2023-132409,19134,OFF-AP-10002082,Holmes HEPA Air Purifier,East,4859,Corporate,6/1/2023,Standard Class,Pennsylvania,Appliances,0.2,6.534,2,34.848
Office Supplies,Fairfield,US,KL-16555,Kelly Lampkin,9/23/2023,US-2023-129469,45014,OFF-AR-10000315,"Dixon Ticonderoga Maple Cedar Pencil, #2",East,5804,Corporate,9/27/2023,Standard Class,Ohio,Art,0.2,0.307,2,4.912
Office Supplies,Toledo,US,CS-12490,Cindy Schnelling,1/12/2022,US-2022-128608,43615,OFF-AR-10001374,"BIC Brite Liner Highlighters, Chisel Tip",East,2080,Corporate,1/17/2022,Standard Class,Ohio,Art,0.2,1.5552,2,10.368
Office Supplies,Philadelphia,US,MC-17605,Matt Connell,4/28/2024,US-2024-160962,19143,OFF-AR-10003056,Newell 341,East,7510,Corporate,5/2/2024,Standard Class,Pennsylvania,Art,0.2,0.770400000,2,6.848
Office Supplies,Long Beach,US,TC-20980,Tamara Chand,9/20/2022,US-2022-156013,11561,OFF-BI-10002437,Recycled Premium Regency Composition Covers,East,3249,Corporate,9/26/2022,Standard Class,New York,Binders,0.2,8.8624,2,24.448
Office Supplies,New York City,US,BG-11695,Brooke Gillingham,1/5/2022,US-2022-108588,10009,OFF-BI-10004506,Wilson Jones data.warehouse D-Ring Binders with DublLock,East,2071,Corporate,1/10/2022,Standard Class,New York,Binders,0.2,4.6088,2,13.168
Office Supplies,New York City,US,DR-12880,Dan Reichenbach,7/14/2023,US-2023-117282,10009,OFF-BI-10004094,GBC Standard Plastic Binding Systems Combs,East,5200,Corporate,7/18/2023,Standard Class,New York,Binders,0.2,5.133,2,14.16
Office Supplies,New York City,US,SC-20260,Scott Cohen,6/26/2024,US-2024-107132,10009,OFF-BI-10001071,GBC ProClick Punch Binding System,East,7982,Corporate,6/30/2024,Standard Class,New York,Binders,0.2,37.1084,2,102.368
Office Supplies,New York City,US,AH-10075,Adam Hart,9/15/2023,US-2023-149797,10011,OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,East,5722,Corporate,9/20/2023,Standard Class,New York,Binders,0.2,294.5488,2,841.568
Office Supplies,New York City,US,AG-10525,Andy Gerbode,9/7/2022,US-2022-164084,10011,OFF-BI-10000605,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",East,3122,Corporate,9/12/2022,Standard Class,New York,Binders,0.2,2.0574,2,6.096
Office Supplies,Philadelphia,US,KB-16240,Karen Bern,11/7/2022,US-2022-134922,19140,OFF-EN-10000483,"White Envelopes, White Envelopes with Clear Poly Window",East,3578,Corporate,11/11/2022,Standard Class,Pennsylvania,Envelopes,0.2,7.93,2,24.4
Office Supplies,Philadelphia,US,BO-11350,Bill Overfelt,5/3/2024,US-2024-132199,19134,OFF-FA-10002280,Advantus Plastic Paper Clips,East,7549,Corporate,5/8/2024,Standard Class,Pennsylvania,Fasteners,0.2,2.8,2,8
Office Supplies,Medina,US,VW-21775,Victoria Wilson,1/2/2022,US-2022-146262,44256,OFF-LA-10004544,Avery 505,East,2054,Corporate,1/9/2022,Standard Class,Ohio,Labels,0.2,8.88,2,23.68
Office Supplies,Columbus,US,SF-20965,Sylvia Foulston,11/12/2024,US-2024-122644,43229,OFF-PA-10003673,Strathmore Photo Mount Cards,East,9437,Corporate,11/17/2024,Standard Class,Ohio,Paper,0.2,3.5256,2,10.848
Office Supplies,Philadelphia,US,SP-20860,Sung Pak,8/16/2022,US-2022-126753,19134,OFF-PA-10002787,Xerox 227,East,2989,Corporate,8/20/2022,Standard Class,Pennsylvania,Paper,0.2,3.6288,2,10.368
Office Supplies,Philadelphia,US,AG-10495,Andrew Gjertsen,10/13/2024,US-2024-132976,19140,OFF-PA-10000673,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",East,9081,Corporate,10/17/2024,Standard Class,Pennsylvania,Paper,0.2,4.0768,2,11.648
Office Supplies,York,US,NC-18625,Noah Childs,4/9/2024,US-2024-169404,17403,OFF-PA-10001033,Xerox 1893,East,7379,Corporate,4/14/2024,Standard Class,Pennsylvania,Paper,0.2,23.7742,2,65.584
Office Supplies,Akron,US,EB-13705,Ed Braxton,10/20/2024,US-2024-147277,44312,OFF-ST-10000142,Deluxe Rollaway Locking File with Drawer,East,9143,Corporate,10/24/2024,Standard Class,Ohio,Storage,0.2,66.5408,2,665.408
